target_project,used_project,wait_days,method,n_tree_bst,theta_imb_bst,theta_cl_bst,gmean_bst,r1_bst,r0_bst,mcc_bst
ansible,['django'],15,pbsa_aio,20,0.99,0,0.41398,0.91197,0.26871,0.22522
ansible,['jgroups'],15,pbsa_aio,20,0.99,0,0.39894,0.93072,0.23802,0.22298
ansible,['rails'],15,pbsa_aio,20,0.99,0,0.39343,0.92674,0.23801,0.20929
ansible,['tomcat'],15,pbsa_aio,20,0.99,0,0.39191,0.93389,0.23087,0.21745
brackets,['brackets'],15,odasc,20,0.9,0.8,0.42604,0.85028,0.2762,0.15852
brackets,['panda'],15,odasc_aio,20,0.9,0.8,0.52657,0.8017,0.42031,0.25322
brackets,['elasticsearch'],15,odasc_aio,20,0.9,0.8,0.50107,0.31853,0.82361,0.16395
brackets,['fabric'],15,odasc_aio,20,0.9,0.8,0.48955,0.60742,0.50442,0.12312
brackets,['nova'],15,odasc_aio,20,0.9,0.8,0.48857,0.67663,0.46548,0.16432
brackets,['npm'],15,odasc_aio,20,0.9,0.8,0.4752,0.87301,0.27591,0.18379
brackets,['rust'],15,odasc_aio,20,0.9,0.8,0.46677,0.82771,0.31222,0.18311
brackets,['tomcat'],15,odasc_aio,20,0.9,0.8,0.45672,0.90831,0.26209,0.22251
brackets,['node'],15,odasc_aio,20,0.9,0.8,0.43509,0.91655,0.23682,0.21034
brackets,['tensorflow'],15,odasc_aio,20,0.9,0.8,0.43257,0.85138,0.28216,0.1675
brackets,['jgroups'],15,odasc_aio,20,0.9,0.8,0.4306,0.92741,0.22474,0.21026
brackets,['ansible'],15,odasc_aio,20,0.9,0.8,0.4295,0.84055,0.28547,0.1539
brackets,['vscode'],15,odasc_aio,20,0.9,0.8,0.42896,0.85082,0.27898,0.16264
brackets,['homebrew'],15,odasc_aio,20,0.9,0.8,0.42752,0.85016,0.27738,0.15991
brackets,['corefx'],15,odasc_aio,20,0.9,0.8,0.4256,0.85247,0.27541,0.16099
brackets,['googleflutter'],15,odasc_aio,20,0.9,0.8,0.4255,0.85245,0.27534,0.16102
brackets,['wp-calypso'],15,odasc_aio,20,0.9,0.8,0.42447,0.85247,0.27425,0.15973
brackets,['django'],15,odasc_aio,20,0.9,0.8,0.42257,0.89226,0.24901,0.18687
brackets,['pytorch'],15,odasc_aio,20,0.9,0.8,0.41679,0.85566,0.26576,0.15523
brackets,['broadleaf'],15,odasc_aio,20,0.9,0.8,0.39462,0.56211,0.4925,0.05345
brackets,['camel'],15,odasc_aio,20,0.9,0.8,0.38935,0.94121,0.18662,0.19312
brackets,['rails'],15,odasc_aio,20,0.9,0.8,0.32818,0.94869,0.12977,0.13735
brackets,['neutron'],15,odasc_aio,20,0.9,0.8,0.2951,0.96945,0.1237,0.16736
brackets,['brackets'],15,oob,20,0.9,-1,0.49314,0.80751,0.35967,0.19112
brackets,['panda'],15,oob_aio,20,0.9,-1,0.58073,0.69396,0.54733,0.26001
brackets,['neutron'],15,oob_aio,20,0.9,-1,0.57963,0.84324,0.4151,0.2877
brackets,['npm'],15,oob_aio,20,0.9,-1,0.579,0.66503,0.52014,0.19041
brackets,['tomcat'],15,oob_aio,20,0.9,-1,0.52912,0.70719,0.50039,0.23045
brackets,['node'],15,oob_aio,20,0.9,-1,0.52856,0.65142,0.55262,0.22803
brackets,['ansible'],15,oob_aio,20,0.9,-1,0.50455,0.78826,0.38239,0.18886
brackets,['corefx'],15,oob_aio,20,0.9,-1,0.49305,0.80747,0.35962,0.19103
brackets,['googleflutter'],15,oob_aio,20,0.9,-1,0.49305,0.80747,0.35962,0.19103
brackets,['homebrew'],15,oob_aio,20,0.9,-1,0.49305,0.80747,0.35962,0.19103
brackets,['tensorflow'],15,oob_aio,20,0.9,-1,0.49305,0.80747,0.35962,0.19103
brackets,['vscode'],15,oob_aio,20,0.9,-1,0.49305,0.80747,0.35962,0.19103
brackets,['wp-calypso'],15,oob_aio,20,0.9,-1,0.49305,0.80747,0.35962,0.19103
brackets,['jgroups'],15,oob_aio,20,0.9,-1,0.482,0.83845,0.3195,0.1892
brackets,['pytorch'],15,oob_aio,20,0.9,-1,0.4816,0.81343,0.34514,0.18415
brackets,['django'],15,oob_aio,20,0.9,-1,0.48045,0.81689,0.34843,0.19358
brackets,['elasticsearch'],15,oob_aio,20,0.9,-1,0.4756,0.42663,0.7181,0.13435
brackets,['nova'],15,oob_aio,20,0.9,-1,0.46899,0.70796,0.40981,0.14097
brackets,['camel'],15,oob_aio,20,0.9,-1,0.46847,0.90048,0.27715,0.22715
brackets,['rust'],15,oob_aio,20,0.9,-1,0.46391,0.90003,0.26935,0.2203
brackets,['fabric'],15,oob_aio,20,0.9,-1,0.45048,0.31973,0.78177,0.10124
brackets,['rails'],15,oob_aio,20,0.9,-1,0.42465,0.91119,0.23097,0.1951
brackets,['broadleaf'],15,oob_aio,20,0.9,-1,0.38725,0.28109,0.79598,0.08004
brackets,['brackets'],15,pbsa,20,0.99,0,0.52551,0.81518,0.39588,0.23966
brackets,['npm'],15,pbsa_aio,20,0.99,0,0.55785,0.749,0.47707,0.23888
brackets,['ansible'],15,pbsa_aio,20,0.99,0,0.53373,0.80514,0.40975,0.23953
brackets,['corefx'],15,pbsa_aio,20,0.99,0,0.52547,0.81511,0.39593,0.23961
brackets,['googleflutter'],15,pbsa_aio,20,0.99,0,0.52547,0.81511,0.39593,0.23961
brackets,['homebrew'],15,pbsa_aio,20,0.99,0,0.52547,0.81511,0.39593,0.23961
brackets,['tensorflow'],15,pbsa_aio,20,0.99,0,0.52547,0.81511,0.39593,0.23961
brackets,['vscode'],15,pbsa_aio,20,0.99,0,0.52547,0.81511,0.39593,0.23961
brackets,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.52547,0.81511,0.39593,0.23961
brackets,['fabric'],15,pbsa_aio,20,0.99,0,0.52537,0.55698,0.59789,0.16786
brackets,['pytorch'],15,pbsa_aio,20,0.99,0,0.51512,0.81783,0.38358,0.23071
brackets,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.49725,0.62165,0.51178,0.14586
brackets,['broadleaf'],15,pbsa_aio,20,0.99,0,0.4533,0.81434,0.28759,0.12789
brackets,['neutron'],15,pbsa_aio,20,0.99,0,0.44799,0.93222,0.24263,0.23882
brackets,['node'],15,pbsa_aio,20,0.99,0,0.43085,0.84055,0.29169,0.16408
brackets,['nova'],15,pbsa_aio,20,0.99,0,0.39822,0.8528,0.24404,0.13813
brackets,['django'],15,pbsa_aio,20,0.99,0,0.37181,0.93723,0.17989,0.18371
brackets,['tomcat'],15,pbsa_aio,20,0.99,0,0.34913,0.95983,0.14614,0.18203
brackets,['panda'],15,pbsa_aio,20,0.99,0,0.33583,0.94507,0.14302,0.13896
brackets,['camel'],15,pbsa_aio,20,0.99,0,0.32699,0.95709,0.1282,0.15242
brackets,['jgroups'],15,pbsa_aio,20,0.99,0,0.32365,0.95617,0.12776,0.14587
brackets,['rust'],15,pbsa_aio,20,0.99,0,0.31198,0.95035,0.11255,0.11046
brackets,['rails'],15,pbsa_aio,20,0.99,0,0.29792,0.94777,0.10528,0.09769
broadleaf,['broadleaf'],15,odasc,30,0.95,0.9,0.54345,0.47339,0.77156,0.23651
broadleaf,['tomcat'],15,odasc_aio,30,0.95,0.9,0.59486,0.49979,0.71409,0.22935
broadleaf,['camel'],15,odasc_aio,30,0.95,0.9,0.59471,0.75478,0.47933,0.2601
broadleaf,['rails'],15,odasc_aio,30,0.95,0.9,0.57107,0.8456,0.39852,0.28522
broadleaf,['node'],15,odasc_aio,30,0.95,0.9,0.57027,0.50064,0.7985,0.29343
broadleaf,['django'],15,odasc_aio,30,0.95,0.9,0.56302,0.65239,0.51678,0.20274
broadleaf,['jgroups'],15,odasc_aio,30,0.95,0.9,0.55508,0.74346,0.43131,0.205
broadleaf,['homebrew'],15,odasc_aio,30,0.95,0.9,0.54893,0.46445,0.79442,0.25303
broadleaf,['ansible'],15,odasc_aio,30,0.95,0.9,0.54877,0.47276,0.78311,0.24846
broadleaf,['wp-calypso'],15,odasc_aio,30,0.95,0.9,0.54823,0.46231,0.79525,0.25179
broadleaf,['nova'],15,odasc_aio,30,0.95,0.9,0.54808,0.47379,0.78054,0.24662
broadleaf,['neutron'],15,odasc_aio,30,0.95,0.9,0.54767,0.46813,0.78663,0.2479
broadleaf,['brackets'],15,odasc_aio,30,0.95,0.9,0.54764,0.46796,0.78644,0.24752
broadleaf,['vscode'],15,odasc_aio,30,0.95,0.9,0.54762,0.4631,0.79259,0.24966
broadleaf,['tensorflow'],15,odasc_aio,30,0.95,0.9,0.54748,0.45143,0.80675,0.25446
broadleaf,['pytorch'],15,odasc_aio,30,0.95,0.9,0.54686,0.47157,0.78076,0.24471
broadleaf,['googleflutter'],15,odasc_aio,30,0.95,0.9,0.54668,0.47054,0.7814,0.24442
broadleaf,['panda'],15,odasc_aio,30,0.95,0.9,0.54656,0.46644,0.78662,0.2463
broadleaf,['npm'],15,odasc_aio,30,0.95,0.9,0.54603,0.4706,0.78112,0.24408
broadleaf,['rust'],15,odasc_aio,30,0.95,0.9,0.54489,0.44853,0.80463,0.24918
broadleaf,['fabric'],15,odasc_aio,30,0.95,0.9,0.54335,0.47861,0.76537,0.23483
broadleaf,['corefx'],15,odasc_aio,30,0.95,0.9,0.54294,0.46575,0.77927,0.23744
broadleaf,['elasticsearch'],15,odasc_aio,30,0.95,0.9,0.54265,0.46694,0.77806,0.23728
broadleaf,['broadleaf'],15,oob,30,0.95,-1,0.52802,0.39654,0.84843,0.24997
broadleaf,['camel'],15,oob_aio,30,0.95,-1,0.60566,0.67894,0.54863,0.24036
broadleaf,['jgroups'],15,oob_aio,30,0.95,-1,0.60173,0.78244,0.48248,0.29903
broadleaf,['django'],15,oob_aio,30,0.95,-1,0.60171,0.71957,0.53232,0.28765
broadleaf,['tomcat'],15,oob_aio,30,0.95,-1,0.59066,0.4305,0.83079,0.28872
broadleaf,['rails'],15,oob_aio,30,0.95,-1,0.542,0.57394,0.53337,0.12074
broadleaf,['node'],15,oob_aio,30,0.95,-1,0.53119,0.40382,0.84625,0.2554
broadleaf,['ansible'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['brackets'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['corefx'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['elasticsearch'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['fabric'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['googleflutter'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['homebrew'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['neutron'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['nova'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['npm'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['panda'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['pytorch'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['rust'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['tensorflow'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['vscode'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['wp-calypso'],15,oob_aio,30,0.95,-1,0.52788,0.39639,0.84846,0.24985
broadleaf,['broadleaf'],15,pbsa,20,0.99,0,0.45447,0.33509,0.82468,0.14958
broadleaf,['django'],15,pbsa_aio,20,0.99,0,0.61286,0.77663,0.50877,0.31626
broadleaf,['camel'],15,pbsa_aio,20,0.99,0,0.60238,0.6194,0.59869,0.24234
broadleaf,['jgroups'],15,pbsa_aio,20,0.99,0,0.59286,0.62263,0.55977,0.19886
broadleaf,['tomcat'],15,pbsa_aio,20,0.99,0,0.51988,0.57621,0.47331,0.06124
broadleaf,['rails'],15,pbsa_aio,20,0.99,0,0.4913,0.76247,0.33329,0.12993
broadleaf,['node'],15,pbsa_aio,20,0.99,0,0.45767,0.32633,0.84881,0.17127
broadleaf,['ansible'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['brackets'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['corefx'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['fabric'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['googleflutter'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['homebrew'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['neutron'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['nova'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['npm'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['panda'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['pytorch'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['rust'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['tensorflow'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['vscode'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
broadleaf,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.45428,0.33489,0.82472,0.14941
camel,['camel'],15,odasc,10,0.999,0.8,0.56694,0.48646,0.72096,0.22098
camel,['tomcat'],15,odasc_aio,10,0.999,0.8,0.6692,0.72063,0.63277,0.35921
camel,['vscode'],15,odasc_aio,10,0.999,0.8,0.57144,0.49655,0.71698,0.2263
camel,['npm'],15,odasc_aio,10,0.999,0.8,0.56843,0.49103,0.71795,0.22207
camel,['corefx'],15,odasc_aio,10,0.999,0.8,0.5676,0.48631,0.72304,0.22314
camel,['wp-calypso'],15,odasc_aio,10,0.999,0.8,0.56674,0.48479,0.723,0.2216
camel,['fabric'],15,odasc_aio,10,0.999,0.8,0.56582,0.48675,0.7182,0.21824
camel,['nova'],15,odasc_aio,10,0.999,0.8,0.56548,0.48288,0.72302,0.21975
camel,['ansible'],15,odasc_aio,10,0.999,0.8,0.56515,0.48393,0.72134,0.219
camel,['brackets'],15,odasc_aio,10,0.999,0.8,0.56442,0.47737,0.72967,0.22206
camel,['rust'],15,odasc_aio,10,0.999,0.8,0.56406,0.47896,0.72577,0.21906
camel,['tensorflow'],15,odasc_aio,10,0.999,0.8,0.56347,0.47981,0.72406,0.21825
camel,['elasticsearch'],15,odasc_aio,10,0.999,0.8,0.56335,0.47443,0.73077,0.22035
camel,['googleflutter'],15,odasc_aio,10,0.999,0.8,0.56229,0.47667,0.72586,0.21725
camel,['broadleaf'],15,odasc_aio,10,0.999,0.8,0.56222,0.47423,0.72863,0.21772
camel,['panda'],15,odasc_aio,10,0.999,0.8,0.56163,0.47677,0.72383,0.2148
camel,['pytorch'],15,odasc_aio,10,0.999,0.8,0.55923,0.46846,0.73192,0.21599
camel,['homebrew'],15,odasc_aio,10,0.999,0.8,0.5588,0.47051,0.72745,0.21298
camel,['node'],15,odasc_aio,10,0.999,0.8,0.55853,0.46352,0.73873,0.21939
camel,['neutron'],15,odasc_aio,10,0.999,0.8,0.55595,0.45582,0.74442,0.21814
camel,['rails'],15,odasc_aio,10,0.999,0.8,0.50397,0.76288,0.42261,0.20205
camel,['jgroups'],15,odasc_aio,10,0.999,0.8,0.42425,0.7885,0.26751,0.07599
camel,['django'],15,odasc_aio,10,0.999,0.8,0.38296,0.82994,0.23227,0.07312
camel,['camel'],15,oob,10,0.99,-1,0.57133,0.50606,0.6982,0.21384
camel,['tomcat'],15,oob_aio,10,0.99,-1,0.65333,0.66093,0.66722,0.3372
camel,['ansible'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['brackets'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['broadleaf'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['corefx'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['elasticsearch'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['fabric'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['googleflutter'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['homebrew'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['neutron'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['node'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['nova'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['npm'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['panda'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['pytorch'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['rust'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['tensorflow'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['vscode'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['wp-calypso'],15,oob_aio,10,0.99,-1,0.57126,0.50609,0.69804,0.21368
camel,['django'],15,oob_aio,10,0.99,-1,0.50279,0.76848,0.40097,0.18806
camel,['rails'],15,oob_aio,10,0.99,-1,0.48403,0.72504,0.41395,0.15238
camel,['jgroups'],15,oob_aio,10,0.99,-1,0.4713,0.78398,0.33459,0.13494
camel,['camel'],15,pbsa,20,0.99,0,0.57306,0.50057,0.70913,0.22037
camel,['tomcat'],15,pbsa_aio,20,0.99,0,0.65101,0.64688,0.6801,0.33671
camel,['ansible'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['brackets'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['broadleaf'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['corefx'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['fabric'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['googleflutter'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['homebrew'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['neutron'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['node'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['nova'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['npm'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['panda'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['pytorch'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['rust'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['tensorflow'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['vscode'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.57299,0.50059,0.70898,0.22022
camel,['rails'],15,pbsa_aio,20,0.99,0,0.47714,0.80405,0.35406,0.17627
camel,['django'],15,pbsa_aio,20,0.99,0,0.47452,0.79536,0.35701,0.17246
camel,['jgroups'],15,pbsa_aio,20,0.99,0,0.46265,0.79935,0.31429,0.13229
corefx,['corefx'],15,odasc,15,0.95,0.8,0.5433,0.38418,0.82943,0.23885
corefx,['wp-calypso'],15,odasc_aio,15,0.95,0.8,0.68094,0.55765,0.84275,0.42391
corefx,['rust'],15,odasc_aio,15,0.95,0.8,0.67334,0.72206,0.67879,0.41965
corefx,['ansible'],15,odasc_aio,15,0.95,0.8,0.66756,0.65078,0.71659,0.3834
corefx,['elasticsearch'],15,odasc_aio,15,0.95,0.8,0.64892,0.84989,0.54487,0.42145
corefx,['fabric'],15,odasc_aio,15,0.95,0.8,0.62833,0.7442,0.64561,0.41209
corefx,['broadleaf'],15,odasc_aio,15,0.95,0.8,0.62578,0.72571,0.65733,0.40741
corefx,['camel'],15,odasc_aio,15,0.95,0.8,0.61724,0.72744,0.64623,0.397
corefx,['neutron'],15,odasc_aio,15,0.95,0.8,0.60784,0.73158,0.62374,0.37785
corefx,['nova'],15,odasc_aio,15,0.95,0.8,0.59943,0.70504,0.63768,0.36788
