target_project,used_project,wait_days,method,gmean_bst,r1_bst,r0_bst,mcc_bst
ansible,['broadleaf'],15,oob,0.52501,0.33773,0.88498,0.27038
brackets,['ansible'],15,odasc,0.58467,0.70638,0.53503,0.25344
rails,['rails'],15,oob,0.47362,0.37726,0.74734,0.16126
django,['django'],15,oob,0.57376,0.42225,0.82908,0.28405
tomcat,['camel'],15,pbsa,0.50860,0.32980,0.85153,0.21311
camel,['camel'],15,oob,0.61555,0.50437,0.77206,0.29117
rust,['brackets'],15,oob,0.60631,0.48437,0.83448,0.35735
camel,['camel'],15,odasc,0.63443,0.56077,0.73766,0.30744
googleflutter,['ansible'],15,pbsa,0.50145,0.27091,0.95358,0.33715
fabric,['ansible'],15,oob,0.56643,0.45471,0.75469,0.22507
brackets,['broadleaf'],15,pbsa,0.57044,0.60068,0.60552,0.22155
node,['node'],15,oob,0.56385,0.40100,0.80686,0.23172
rails,['ansible'],15,pbsa,0.48516,0.32870,0.80200,0.16124
ansible,['broadleaf'],15,pbsa,0.58868,0.51774,0.75849,0.30855
panda,['brackets'],15,pbsa,0.62848,0.56005,0.74091,0.31181
elasticsearch,['elasticsearch'],15,oob,0.51915,0.32191,0.88176,0.24988
broadleaf,['corefx'],15,pbsa,0.58539,0.46578,0.78096,0.25562
camel,['django'],15,pbsa,0.62960,0.70680,0.59621,0.30967
npm,['broadleaf'],15,pbsa,0.47682,0.32085,0.77983,0.12334
jgroups,['ansible'],15,oob,0.27903,0.10445,0.94598,0.09017
fabric,['camel'],15,pbsa,0.61354,0.58663,0.68311,0.28123
tensorflow,['brackets'],15,pbsa,0.62893,0.58207,0.70954,0.30088
tomcat,['corefx'],15,pbsa,0.51439,0.36385,0.79802,0.18116
panda,['panda'],15,oob,0.53228,0.37260,0.80570,0.19912
jgroups,['jgroups'],15,odasc,0.48105,0.39897,0.71793,0.11671
broadleaf,['broadleaf'],15,odasc,0.61397,0.60482,0.66571,0.26841
camel,['elasticsearch'],15,pbsa,0.61864,0.51808,0.75909,0.28972
node,['node'],15,odasc,0.57247,0.41906,0.81128,0.25479
homebrew,['ansible'],15,pbsa,0.47572,0.25792,0.88858,0.26428
corefx,['brackets'],15,pbsa,0.61437,0.50659,0.78514,0.31526
fabric,['corefx'],15,pbsa,0.55878,0.40085,0.80402,0.22393
neutron,['ansible'],15,oob,0.65286,0.56968,0.76868,0.35082
rails,['brackets'],15,odasc,0.49060,0.38356,0.75850,0.17309
vscode,['camel'],15,pbsa,0.61135,0.53329,0.78098,0.35533
rust,['ansible'],15,odasc,0.62513,0.53240,0.80642,0.36711
rust,['broadleaf'],15,oob,0.29384,0.11418,0.92903,0.07351
wp-calypso,['ansible'],15,oob,0.51647,0.37248,0.78452,0.16559
node,['ansible'],15,pbsa,0.56059,0.39209,0.81294,0.22897
camel,['fabric'],15,pbsa,0.61864,0.51808,0.75909,0.28972
django,['ansible'],15,pbsa,0.60139,0.47687,0.80241,0.30119
tensorflow,['broadleaf'],15,pbsa,0.63767,0.63174,0.67863,0.32014
tomcat,['ansible'],15,odasc,0.56936,0.56679,0.64136,0.21628
elasticsearch,['elasticsearch'],15,odasc,0.52315,0.36138,0.86813,0.26912
broadleaf,['django'],15,pbsa,0.61711,0.56369,0.69937,0.27606
nova,['ansible'],15,odasc,0.64707,0.63824,0.68247,0.32543
tomcat,['django'],15,pbsa,0.56296,0.46224,0.72161,0.19854
brackets,['ansible'],15,oob,0.57804,0.54217,0.70038,0.26659
ansible,['ansible'],15,odasc,0.63653,0.64350,0.68664,0.34328
rails,['brackets'],15,pbsa,0.48516,0.32870,0.80200,0.16124
npm,['camel'],15,pbsa,0.51996,0.50092,0.64342,0.16452
neutron,['brackets'],15,pbsa,0.67042,0.61759,0.73802,0.36168
broadleaf,['ansible'],15,oob,0.59957,0.53419,0.72732,0.26359
wp-calypso,['ansible'],15,pbsa,0.53540,0.39459,0.78248,0.18675
panda,['broadleaf'],15,pbsa,0.57448,0.46375,0.78345,0.26382
jgroups,['brackets'],15,oob,0.27539,0.10152,0.94803,0.08985
vscode,['corefx'],15,pbsa,0.62188,0.55423,0.80453,0.40356
camel,['googleflutter'],15,pbsa,0.61864,0.51808,0.75909,0.28972
brackets,['camel'],15,pbsa,0.50926,0.60417,0.54956,0.18082
ansible,['camel'],15,pbsa,0.59572,0.55275,0.74670,0.33041
nova,['brackets'],15,pbsa,0.62566,0.58585,0.70380,0.29979
rust,['ansible'],15,pbsa,0.60950,0.51895,0.76579,0.30265
tomcat,['ansible'],15,oob,0.53834,0.41791,0.76745,0.20231
npm,['corefx'],15,pbsa,0.49506,0.32224,0.80335,0.14654
fabric,['django'],15,pbsa,0.56351,0.51387,0.66897,0.19326
tomcat,['elasticsearch'],15,pbsa,0.51738,0.37945,0.78306,0.18083
rails,['ansible'],15,oob,0.47362,0.37726,0.74734,0.16126
brackets,['broadleaf'],15,odasc,0.57037,0.64251,0.56688,0.21989
corefx,['broadleaf'],15,pbsa,0.65032,0.53996,0.82918,0.40367
broadleaf,['elasticsearch'],15,pbsa,0.57801,0.46288,0.77291,0.24588
camel,['homebrew'],15,pbsa,0.61864,0.51808,0.75909,0.28972
ansible,['camel'],15,oob,0.59395,0.49223,0.79510,0.32559
rails,['broadleaf'],15,odasc,0.49060,0.38356,0.75850,0.17309
fabric,['brackets'],15,oob,0.52289,0.34860,0.83795,0.21642
homebrew,['ansible'],15,oob,0.45832,0.24753,0.86099,0.22181
django,['django'],15,odasc,0.62150,0.52125,0.78220,0.31986
googleflutter,['brackets'],15,pbsa,0.35410,0.14352,0.88678,0.13734
homebrew,['brackets'],15,pbsa,0.58454,0.64077,0.64887,0.40968
tomcat,['fabric'],15,pbsa,0.51439,0.36385,0.79802,0.18116
ansible,['corefx'],15,pbsa,0.63870,0.61729,0.71895,0.35194
googleflutter,['ansible'],15,oob,0.50028,0.26973,0.95298,0.34045
pytorch,['ansible'],15,pbsa,0.59344,0.51710,0.73511,0.26142
tensorflow,['camel'],15,pbsa,0.67334,0.65990,0.69650,0.35953
nova,['ansible'],15,oob,0.61970,0.56007,0.72924,0.30371
brackets,['corefx'],15,pbsa,0.60246,0.64177,0.61376,0.26822
broadleaf,['fabric'],15,pbsa,0.60027,0.48263,0.79055,0.28215
jgroups,['ansible'],15,pbsa,0.47573,0.35420,0.77041,0.13107
fabric,['elasticsearch'],15,pbsa,0.60080,0.46676,0.78716,0.27211
jgroups,['broadleaf'],15,oob,0.27352,0.09973,0.94818,0.08752
rails,['broadleaf'],15,pbsa,0.48516,0.32870,0.80200,0.16124
vscode,['django'],15,pbsa,0.59276,0.64575,0.66204,0.33338
panda,['brackets'],15,odasc,0.66782,0.71328,0.64142,0.35982
wp-calypso,['ansible'],15,odasc,0.54411,0.59085,0.55759,0.13830
rust,['camel'],15,oob,0.59964,0.50178,0.82178,0.36972
tomcat,['googleflutter'],15,pbsa,0.51439,0.36385,0.79802,0.18116
camel,['jgroups'],15,pbsa,0.61394,0.73062,0.54122,0.27846
django,['ansible'],15,oob,0.57376,0.42225,0.82908,0.28405
camel,['ansible'],15,odasc,0.63443,0.56077,0.73766,0.30744
nova,['brackets'],15,odasc,0.64695,0.63966,0.68052,0.32473
broadleaf,['googleflutter'],15,pbsa,0.58566,0.46621,0.78090,0.25597
neutron,['broadleaf'],15,pbsa,0.68391,0.66058,0.71837,0.38310
corefx,['camel'],15,pbsa,0.65552,0.62020,0.70699,0.33184
wp-calypso,['brackets'],15,oob,0.49212,0.46342,0.56133,0.05070
npm,['django'],15,pbsa,0.54577,0.46968,0.68861,0.17241
fabric,['googleflutter'],15,pbsa,0.55874,0.40099,0.80349,0.22344
ansible,['corefx'],15,oob,0.60255,0.52638,0.76705,0.32100
tensorflow,['corefx'],15,pbsa,0.66803,0.71653,0.63826,0.36126
tomcat,['brackets'],15,odasc,0.56936,0.56679,0.64136,0.21628
django,['brackets'],15,pbsa,0.60138,0.47686,0.80238,0.30114
corefx,['ansible'],15,oob,0.56988,0.38380,0.90240,0.35077
camel,['ansible'],15,oob,0.61555,0.50437,0.77206,0.29117
neutron,['ansible'],15,odasc,0.67332,0.73550,0.62355,0.36343
tomcat,['homebrew'],15,pbsa,0.51439,0.36385,0.79802,0.18116
node,['ansible'],15,oob,0.56402,0.40127,0.80680,0.23191
camel,['neutron'],15,pbsa,0.61864,0.51808,0.75909,0.28972
rails,['camel'],15,odasc,0.49051,0.38335,0.75872,0.17319
elasticsearch,['ansible'],15,pbsa,0.52722,0.34797,0.86675,0.25669
brackets,['broadleaf'],15,oob,0.53630,0.40247,0.79621,0.22033
node,['brackets'],15,pbsa,0.55562,0.38482,0.81573,0.22535
panda,['camel'],15,pbsa,0.56600,0.66041,0.55219,0.22319
broadleaf,['homebrew'],15,pbsa,0.58546,0.46618,0.78056,0.25555
tomcat,['brackets'],15,oob,0.53834,0.41791,0.76745,0.20231
neutron,['brackets'],15,oob,0.66081,0.57133,0.77569,0.35832
fabric,['homebrew'],15,pbsa,0.55956,0.40296,0.80268,0.22443
rust,['corefx'],15,oob,0.60573,0.48362,0.83418,0.35622
homebrew,['broadleaf'],15,pbsa,0.54173,0.54150,0.70370,0.38628
rust,['brackets'],15,odasc,0.62489,0.53211,0.80634,0.36674
vscode,['elasticsearch'],15,pbsa,0.50282,0.32701,0.82993,0.19761
rails,['camel'],15,pbsa,0.48511,0.32858,0.80224,0.16147
jgroups,['camel'],15,oob,0.27749,0.10329,0.94874,0.09354
fabric,['ansible'],15,odasc,0.61896,0.58458,0.68814,0.28036
camel,['node'],15,pbsa,0.61723,0.51306,0.76290,0.28913
rails,['brackets'],15,oob,0.47362,0.37726,0.74734,0.16126
wp-calypso,['brackets'],15,pbsa,0.49128,0.48585,0.54451,0.05717
npm,['ansible'],15,odasc,0.47882,0.34996,0.71811,0.08257
ansible,['django'],15,pbsa,0.59962,0.62051,0.69034,0.34030
nova,['broadleaf'],15,pbsa,0.59977,0.49025,0.77663,0.28564
npm,['ansible'],15,oob,0.50161,0.33857,0.79482,0.15622
broadleaf,['brackets'],15,oob,0.57965,0.46000,0.78056,0.24877
npm,['elasticsearch'],15,pbsa,0.49425,0.32356,0.80088,0.14394
fabric,['broadleaf'],15,oob,0.57517,0.50437,0.73151,0.25495
jgroups,['ansible'],15,odasc,0.48887,0.41372,0.71315,0.12641
rust,['brackets'],15,pbsa,0.60950,0.51895,0.76579,0.30265
corefx,['django'],15,pbsa,0.56313,0.47023,0.74798,0.24666
brackets,['django'],15,pbsa,0.55241,0.62342,0.58350,0.23048
pytorch,['ansible'],15,oob,0.48594,0.28122,0.88740,0.20686
camel,['nova'],15,pbsa,0.61864,0.51808,0.75909,0.28972
homebrew,['brackets'],15,oob,0.50701,0.71166,0.56967,0.38056
tensorflow,['django'],15,pbsa,0.59807,0.74139,0.52209,0.27922
panda,['corefx'],15,pbsa,0.58790,0.48459,0.75623,0.25356
tomcat,['jgroups'],15,pbsa,0.59174,0.65461,0.56518,0.22762
broadleaf,['jgroups'],15,pbsa,0.64814,0.61286,0.69503,0.31721
panda,['ansible'],15,oob,0.57996,0.43982,0.81709,0.28328
fabric,['jgroups'],15,pbsa,0.58223,0.51643,0.71758,0.25102
vscode,['fabric'],15,pbsa,0.63663,0.57830,0.81647,0.43882
googleflutter,['broadleaf'],15,pbsa,0.41601,0.21176,0.87714,0.17883
elasticsearch,['ansible'],15,odasc,0.51261,0.35970,0.85915,0.26082
rails,['corefx'],15,odasc,0.49060,0.38356,0.75850,0.17309
jgroups,['brackets'],15,pbsa,0.47652,0.35629,0.76910,0.13178
node,['ansible'],15,odasc,0.57248,0.41947,0.81072,0.25457
camel,['npm'],15,pbsa,0.61864,0.51808,0.75909,0.28972
elasticsearch,['ansible'],15,oob,0.51919,0.32572,0.87849,0.24927
tomcat,['neutron'],15,pbsa,0.51439,0.36385,0.79802,0.18116
npm,['fabric'],15,pbsa,0.49963,0.33806,0.78208,0.13588
broadleaf,['neutron'],15,pbsa,0.59285,0.47789,0.77922,0.26486
rails,['corefx'],15,pbsa,0.48516,0.32870,0.80200,0.16124
pytorch,['brackets'],15,pbsa,0.54619,0.64401,0.54104,0.19619
jgroups,['corefx'],15,oob,0.28256,0.10652,0.94630,0.09407
vscode,['googleflutter'],15,pbsa,0.48638,0.26689,0.91539,0.25568
fabric,['neutron'],15,pbsa,0.53800,0.37716,0.80519,0.20277
wp-calypso,['broadleaf'],15,oob,0.52396,0.37365,0.75603,0.17192
camel,['panda'],15,pbsa,0.61857,0.51790,0.75923,0.28972
wp-calypso,['brackets'],15,odasc,0.50511,0.69176,0.39846,0.11340
ansible,['elasticsearch'],15,pbsa,0.57857,0.47641,0.78888,0.30467
neutron,['camel'],15,pbsa,0.63541,0.67183,0.64738,0.32860
nova,['broadleaf'],15,odasc,0.60087,0.55419,0.72014,0.28400
nova,['brackets'],15,oob,0.61973,0.56023,0.72919,0.30392
npm,['googleflutter'],15,pbsa,0.49534,0.32256,0.80352,0.14713
django,['broadleaf'],15,pbsa,0.60139,0.47687,0.80241,0.30119
corefx,['elasticsearch'],15,pbsa,0.64332,0.57008,0.73039,0.30698
vscode,['homebrew'],15,pbsa,0.56683,0.39399,0.84693,0.28618
googleflutter,['brackets'],15,oob,0.34137,0.13830,0.87126,0.09115
brackets,['camel'],15,oob,0.50967,0.52841,0.64824,0.21087
vscode,['ansible'],15,oob,0.58156,0.53113,0.78396,0.37129
tomcat,['node'],15,pbsa,0.50741,0.35421,0.80913,0.18769
tomcat,['broadleaf'],15,oob,0.53500,0.40797,0.78362,0.21199
brackets,['elasticsearch'],15,pbsa,0.58072,0.53956,0.69357,0.25104
tensorflow,['elasticsearch'],15,pbsa,0.65505,0.68186,0.65359,0.34443
rust,['django'],15,oob,0.59458,0.50870,0.79946,0.34967
camel,['pytorch'],15,pbsa,0.61864,0.51808,0.75909,0.28972
ansible,['django'],15,oob,0.56916,0.58143,0.69596,0.31455
neutron,['broadleaf'],15,oob,0.65784,0.57115,0.78412,0.36773
broadleaf,['node'],15,pbsa,0.59267,0.48232,0.77454,0.26440
npm,['homebrew'],15,pbsa,0.49533,0.32256,0.80348,0.14706
fabric,['node'],15,pbsa,0.58988,0.51288,0.72743,0.25688
rails,['broadleaf'],15,oob,0.47362,0.37726,0.74734,0.16126
tomcat,['broadleaf'],15,odasc,0.57860,0.57729,0.64674,0.23206
django,['brackets'],15,oob,0.57377,0.42226,0.82909,0.28407
tomcat,['nova'],15,pbsa,0.51383,0.35949,0.80348,0.18300
camel,['brackets'],15,odasc,0.63443,0.56077,0.73766,0.30744
brackets,['camel'],15,odasc,0.55157,0.63116,0.57357,0.22638
node,['broadleaf'],15,pbsa,0.61243,0.48058,0.79551,0.29196
corefx,['fabric'],15,pbsa,0.57056,0.41796,0.85426,0.32076
corefx,['brackets'],15,oob,0.58127,0.46683,0.80029,0.30298
vscode,['jgroups'],15,pbsa,0.62151,0.62291,0.76777,0.43636
neutron,['corefx'],15,pbsa,0.57406,0.43329,0.78848,0.24063
tensorflow,['fabric'],15,pbsa,0.64176,0.70753,0.61884,0.33756
brackets,['corefx'],15,oob,0.58259,0.55930,0.68529,0.26570
panda,['django'],15,pbsa,0.48373,0.60693,0.47622,0.08409
ansible,['fabric'],15,pbsa,0.61141,0.49135,0.80597,0.33004
wp-calypso,['broadleaf'],15,pbsa,0.52092,0.37025,0.75999,0.17118
rails,['django'],15,odasc,0.51921,0.42321,0.73839,0.18424
broadleaf,['ansible'],15,odasc,0.60266,0.64096,0.61576,0.25736
tomcat,['npm'],15,pbsa,0.52002,0.38094,0.78573,0.18476
rails,['django'],15,pbsa,0.52455,0.38634,0.77025,0.17970
homebrew,['broadleaf'],15,oob,0.49667,0.72989,0.55026,0.38425
jgroups,['django'],15,oob,0.23744,0.06998,0.96549,0.07608
homebrew,['camel'],15,pbsa,0.56362,0.46282,0.72406,0.27712
jgroups,['broadleaf'],15,pbsa,0.47861,0.36035,0.76771,0.13440
camel,['rails'],15,pbsa,0.60449,0.75952,0.50684,0.27831
corefx,['googleflutter'],15,pbsa,0.57884,0.38794,0.90214,0.33465
brackets,['fabric'],15,pbsa,0.52889,0.45437,0.71906,0.19438
npm,['jgroups'],15,pbsa,0.55737,0.59850,0.57320,0.17848
broadleaf,['nova'],15,pbsa,0.54131,0.43549,0.75124,0.20150
node,['brackets'],15,oob,0.56087,0.39602,0.81014,0.23111
panda,['broadleaf'],15,odasc,0.65595,0.62458,0.72214,0.35322
rust,['elasticsearch'],15,oob,0.58879,0.46405,0.84737,0.36491
brackets,['corefx'],15,odasc,0.59113,0.67475,0.57782,0.26462
vscode,['neutron'],15,pbsa,0.60441,0.59400,0.76780,0.40409
fabric,['nova'],15,pbsa,0.46901,0.38141,0.72289,0.12684
fabric,['camel'],15,oob,0.62040,0.59065,0.68895,0.28981
tensorflow,['googleflutter'],15,pbsa,0.63333,0.55314,0.74707,0.30941
rust,['broadleaf'],15,pbsa,0.57651,0.44520,0.82180,0.31161
tomcat,['panda'],15,pbsa,0.51007,0.35372,0.80563,0.18023
corefx,['homebrew'],15,pbsa,0.58829,0.40126,0.89059,0.33475
camel,['rust'],15,pbsa,0.61864,0.51808,0.75909,0.28972
ansible,['googleflutter'],15,pbsa,0.63857,0.61681,0.71943,0.35205
tensorflow,['ansible'],15,oob,0.69100,0.71045,0.68197,0.39805
npm,['neutron'],15,pbsa,0.48789,0.30636,0.82186,0.15391
broadleaf,['npm'],15,pbsa,0.58241,0.51157,0.71457,0.22856
tensorflow,['homebrew'],15,pbsa,0.62931,0.53462,0.75741,0.30278
pytorch,['broadleaf'],15,pbsa,0.56628,0.43596,0.77926,0.23075
ansible,['elasticsearch'],15,oob,0.56382,0.44685,0.80525,0.28810
tomcat,['pytorch'],15,pbsa,0.51439,0.36385,0.79802,0.18116
camel,['tensorflow'],15,pbsa,0.61864,0.51808,0.75909,0.28972
fabric,['npm'],15,pbsa,0.58419,0.46488,0.77692,0.26314
brackets,['googleflutter'],15,pbsa,0.60159,0.64627,0.60737,0.26618
nova,['camel'],15,pbsa,0.60756,0.60679,0.67019,0.29135
ansible,['brackets'],15,odasc,0.63183,0.67429,0.66531,0.35809
rails,['elasticsearch'],15,pbsa,0.48516,0.32870,0.80200,0.16124
pytorch,['brackets'],15,oob,0.56690,0.43643,0.78583,0.24063
rails,['elasticsearch'],15,odasc,0.49060,0.38356,0.75850,0.17309
vscode,['node'],15,pbsa,0.57266,0.57945,0.71971,0.34440
jgroups,['brackets'],15,odasc,0.48618,0.41116,0.71248,0.12333
jgroups,['elasticsearch'],15,oob,0.28013,0.10426,0.94827,0.09425
ansible,['homebrew'],15,pbsa,0.63858,0.61685,0.71944,0.35209
panda,['elasticsearch'],15,pbsa,0.59607,0.53976,0.73817,0.29607
rust,['broadleaf'],15,odasc,0.46068,0.24969,0.91563,0.22178
rust,['fabric'],15,oob,0.58125,0.44820,0.85387,0.35377
django,['camel'],15,pbsa,0.60544,0.47826,0.80946,0.31177
corefx,['jgroups'],15,pbsa,0.59488,0.44954,0.84780,0.33913
rails,['camel'],15,oob,0.47364,0.37727,0.74733,0.16126
broadleaf,['panda'],15,pbsa,0.54419,0.39264,0.81581,0.22789
camel,['tomcat'],15,pbsa,0.67178,0.69404,0.66307,0.36270
fabric,['corefx'],15,oob,0.56720,0.41401,0.80172,0.23392
camel,['brackets'],15,oob,0.61555,0.50437,0.77206,0.29117
corefx,['ansible'],15,odasc,0.59343,0.42056,0.86710,0.33124
wp-calypso,['camel'],15,oob,0.56828,0.49851,0.67041,0.18194
npm,['node'],15,pbsa,0.48420,0.35590,0.76733,0.14917
elasticsearch,['brackets'],15,odasc,0.47939,0.30017,0.87852,0.21960
fabric,['panda'],15,pbsa,0.41128,0.23589,0.88203,0.17132
brackets,['homebrew'],15,pbsa,0.60258,0.64222,0.61351,0.26838
tensorflow,['jgroups'],15,pbsa,0.63654,0.61595,0.68730,0.31043
googleflutter,['camel'],15,pbsa,0.57208,0.36229,0.89657,0.34369
broadleaf,['camel'],15,oob,0.67264,0.64129,0.71552,0.36765
nova,['broadleaf'],15,oob,0.58237,0.50022,0.75810,0.27202
homebrew,['corefx'],15,pbsa,0.59621,0.51884,0.72145,0.37652
broadleaf,['pytorch'],15,pbsa,0.59678,0.49463,0.76476,0.26490
camel,['vscode'],15,pbsa,0.61864,0.51808,0.75909,0.28972
wp-calypso,['broadleaf'],15,odasc,0.53495,0.47325,0.65041,0.12907
jgroups,['camel'],15,pbsa,0.47849,0.36187,0.76425,0.13168
corefx,['neutron'],15,pbsa,0.57602,0.46077,0.77977,0.26881
neutron,['django'],15,pbsa,0.54186,0.46631,0.77396,0.26986
django,['ansible'],15,odasc,0.62150,0.52125,0.78220,0.31986
googleflutter,['broadleaf'],15,oob,0.40623,0.20812,0.86883,0.15248
node,['brackets'],15,odasc,0.57322,0.42017,0.81128,0.25580
vscode,['nova'],15,pbsa,0.55886,0.43492,0.84407,0.35077
rails,['fabric'],15,pbsa,0.48516,0.32870,0.80200,0.16124
fabric,['pytorch'],15,pbsa,0.58090,0.44857,0.78322,0.24660
tomcat,['rails'],15,pbsa,0.52638,0.42958,0.72253,0.17003
rust,['googleflutter'],15,oob,0.60637,0.48443,0.83448,0.35741
jgroups,['fabric'],15,oob,0.28049,0.10596,0.94613,0.09315
rails,['fabric'],15,odasc,0.49060,0.38356,0.75850,0.17309
django,['broadleaf'],15,oob,0.57376,0.42225,0.82908,0.28405
