author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1414088141,0,1.0,1.0,2.0,0.16866093149667025,80.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0,0.0
1414096944,0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1414101404,0,1.0,1.0,1.0,0.0,2.0,0.0,7.0,1.0,0.05162037037037037,1.0,0.0,0.0,0.0,0,0.0
1414192983,1,1.0,1.0,1.0,0.0,1.0,1.0,78.0,1.0,1.213449074074074,1.0,1.0,1.8240972129490087,1.0,0,0.0
1414613433,0,1.0,1.0,1.0,0.0,2.0,2.0,78.0,1.0,4.8663194444444455,2.0,2.0,1.2054941134498751,2.0,0,0.0
1414615520,0,1.0,1.0,1.0,0.0,2.0,0.0,78.0,1.0,0.0241550925925926,3.0,3.0,42.399137517968384,3.0,0,0.0
1414775797,0,1.0,1.0,1.0,0.0,63.0,55.0,80.0,1.0,1.8550578703703704,4.0,4.0,1.539066740705154,4.0,0,0.0
1414783782,1,1.0,1.0,4.0,0.6170821323928509,5740.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,3.0,0,0.0
1414797526,0,1.0,1.0,1.0,0.0,6.0,4.0,88.0,1.0,0.2514930555555556,5.0,5.0,4.9762529338671815,5.0,0,0.0
1415046897,0,1.0,1.0,2.0,0.6500224216483541,5.0,7.0,314.0,1.0,3.0453125,2.0,2.5,1.2462801436634172,3.0,0,0.0
1415048018,0,1.0,1.0,1.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0,0.0
1415062367,0,1.0,1.0,1.0,0.0,6.0,6.0,9.0,1.0,11.122256944444445,2.0,6.0,1.0899098092226236,6.0,0,0.0
1415070348,0,1.0,1.0,1.0,0.0,1.0,1.0,41.0,1.0,0.2584490740740741,1.0,5.0,4.8692342140618,5.0,0,0.0
1415131022,0,1.0,1.0,1.0,0.0,8.0,8.0,90.0,1.0,3.859907407407409,6.0,7.0,1.2590735720968167,7.0,0,0.0
1415132209,0,1.0,1.0,1.0,0.0,5.0,5.0,90.0,1.0,0.013738425925925926,7.0,8.0,73.78854254422914,8.0,0,0.0
1415136727,0,1.0,2.0,3.0,1.230689379317293,192.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,11.0,0,0.0
1415139340,0,1.0,1.0,1.0,0.0,2.0,2.0,90.0,1.0,0.08253472222222223,8.0,12.0,13.116112747160287,12.0,0,0.0
1415143317,1,1.0,1.0,1.0,0.0,4.0,4.0,41.0,1.0,0.8445486111111111,2.0,4.0,2.184064465732023,4.0,0,0.0
1415150878,0,1.0,1.0,1.0,0.0,79.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,13.0,0,0.0
1415239137,1,1.0,1.0,1.0,0.0,18.0,9.0,593.0,1.0,2.225,2.0,5.0,1.4494382022471908,5.0,0,0.0
1415752624,0,1.0,2.0,10.0,0.0,288.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,9.0,0,0.0
1415846544,0,1.0,1.0,12.0,2.7035504858827704,413.0,0.0,0.0,1.0,0.0,0.0,15.5,0.0,21.0,0,0.0
1415869166,0,1.0,1.0,12.0,2.7035504858827704,0.0,413.0,34.416666666666664,1.0,0.2618287037037037,12.0,5.5,1.5860644601030067,11.0,0,0.0
1415916046,0,1.0,1.0,4.0,1.9160737353879187,571.0,0.0,0.0,1.0,0.0,0.0,15.5,0.0,17.0,0,0.0
1416004555,0,1.0,1.0,3.0,0.7441942138263227,41.0,11.0,142.66666666666666,1.0,1.0244097222222222,3.0,19.0,1.5965495034403283,20.0,0,0.0
1416006012,0,1.0,3.0,14.0,2.7795123701304574,419.0,2.0,20.571428571428573,1.0,1.5670800264550266,25.0,28.5,1.146961305918553,35.0,0,0.0
1416258489,0,1.0,2.0,2.0,0.9182958340544896,1.0,5.0,81.0,2.0,12.968234953703707,10.0,21.5,1.057788716806629,22.0,0,0.0
1416260501,0,1.0,1.0,1.0,0.0,1.0,1.0,79.0,1.0,12.842858796296294,1.0,23.0,1.0778642836350725,23.0,0,0.0
1416261345,0,1.0,1.0,2.0,0.6500224216483541,10.0,8.0,192.0,1.0,2.972106481481481,4.0,24.5,1.2523462751664785,25.0,0,0.0
1416263073,0,1.0,1.0,1.0,0.0,1.0,1.0,177.0,1.0,0.02,3.0,26.0,51.0,26.0,0,0.0
1416264841,1,1.0,1.0,1.0,0.0,4.0,1.0,109.0,1.0,13.056875,1.0,27.0,1.0765880044038103,27.0,0,0.0
1416265035,1,1.0,1.0,1.0,0.0,2.0,2.0,602.0,1.0,11.873819444444445,3.0,6.0,1.0842188989548671,6.0,0,0.0
1416267811,1,1.0,1.0,3.0,1.3709505944546687,4.0,1.0,153.33333333333334,1.0,1.0588734567901237,9.0,29.0,1.3217976320916414,30.0,0,0.0
1416278392,0,1.0,1.0,1.0,0.0,6.0,0.0,602.0,1.0,0.15459490740740742,4.0,0.0,0.0,0.0,0,0.0
1416520733,0,1.0,2.0,4.0,1.3938001323976337,27.0,51.0,116.25,2.0,9.234253472222225,13.0,32.5,1.0310416983251802,34.0,0,0.0
1416526230,0,1.0,1.0,2.0,0.5225593745369408,16.0,18.0,181.5,2.0,0.06362268518518517,11.0,35.5,12.788248135346556,36.0,0,0.0
1416527443,1,1.0,1.0,1.0,0.0,1.0,0.0,210.0,2.0,0.014039351851851851,6.0,37.0,72.22835943940643,37.0,0,0.0
1416605229,0,1.0,1.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0,0.0
1416874519,0,1.0,1.0,2.0,0.7918583525674836,21.0,0.0,320.5,1.0,14.026325231481485,7.0,7.5,1.0902914072934196,8.0,0,0.0
1416882469,1,1.0,1.0,1.0,0.0,1.0,2.0,49.0,1.0,0.0920138888888889,3.0,9.0,11.867924528301884,9.0,0,0.0
1417121064,1,1.0,1.0,1.0,0.0,5.0,1.0,48.0,1.0,2.7615162037037035,4.0,10.0,1.3621199103082628,10.0,0,0.0
1417559875,1,1.0,1.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,11.0,0,0.0
1418776108,0,1.0,3.0,14.0,3.046066942817864,112.0,83.0,76.35714285714286,3.0,32.0564914021164,45.0,42.5,1.008264300672066,49.0,0,0.0
1418936503,1,1.0,1.0,1.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0
1418938355,1,1.0,1.0,1.0,0.0,1.0,1.0,56.0,1.0,0.021435185185185186,1.0,50.0,47.65226781857452,50.0,0,0.0
1419023416,1,1.0,1.0,1.0,0.0,6.0,1.0,56.0,1.0,0.9845023148148148,2.0,51.0,2.0157416442317864,51.0,0,0.0
1420496896,0,1.0,1.0,1.0,0.0,12.0,4.0,61.0,1.0,17.054166666666667,3.0,52.0,1.0586366967994136,52.0,0,0.0
1420579384,0,1.0,3.0,3.0,1.5726236638951638,32.0,34.0,79.0,2.0,50.00259645061728,14.0,39.0,1.0122239166920106,40.0,0,0.0
1420592730,1,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,64.00883101851852,3.0,2.0,1.0156228442870747,2.0,0,0.0
1420670398,0,1.0,3.0,3.0,1.565596230357602,15.0,15.0,78.33333333333333,2.0,1.0534027777777777,17.0,42.0,1.5801305293691081,43.0,0,0.0
1420741192,0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,1.7183101851851852,4.0,0.0,0.0,0.0,0,0.0
1420752120,0,1.0,1.0,1.0,0.0,7.0,2.0,69.0,1.0,2.953981481481481,4.0,7.0,1.3385261574146632,7.0,0,0.0
1420759818,0,1.0,1.0,1.0,0.0,13.0,3.0,618.0,3.0,22.95960648148149,7.0,53.0,1.043554753466989,53.0,0,0.0
1420764452,0,1.0,1.0,1.0,0.0,1.0,0.0,26.0,1.0,48.1391550925926,1.0,8.0,1.0207731107468871,8.0,0,0.0
1420764732,0,1.0,2.0,2.0,0.8112781244591328,7.0,1.0,351.0,4.0,0.10142361111111113,13.0,54.5,12.25611806885343,55.0,0,0.0
1420840018,1,1.0,1.0,3.0,0.9510456605801272,24.0,26.0,168.33333333333334,2.0,52.277527006172846,15.0,45.0,1.011919314506928,46.0,0,0.0
1421104696,0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0,0.0
1421177124,1,1.0,1.0,3.0,1.5683164932728872,14.0,5.0,145.0,2.0,20.565597993827158,20.0,48.0,1.0173553146949978,49.0,0,0.0
1421196080,0,1.0,1.0,1.0,0.0,1.0,7.0,15.0,3.0,28.008935185185184,4.0,10.0,1.0357028924301603,10.0,0,0.0
1421279459,0,1.0,1.0,3.0,1.0994839817876882,91.0,5.0,14.333333333333336,1.0,2.6611496913580246,3.0,12.0,0.7643412847822328,13.0,0,0.0
1421349098,1,1.0,1.0,1.0,0.0,1.0,1.0,36.0,1.0,0.8060069444444444,2.0,14.0,2.240684099427045,14.0,0,0.0
1421363024,0,1.0,1.0,1.0,0.0,10.0,3.0,80.0,4.0,6.924675925925926,6.0,56.0,1.1444110902368745,56.0,0,0.0
1421370737,0,1.0,1.0,1.0,0.0,2.0,4.0,64.0,1.0,1.0564583333333333,1.0,57.0,1.9465588641293632,57.0,0,0.0
1421388155,0,1.0,1.0,1.0,0.0,26.0,21.0,62.0,1.0,0.20159722222222226,2.0,58.0,5.96038580778505,58.0,0,0.0
1421887346,0,1.0,1.0,1.0,0.0,0.0,1.0,38.0,3.0,36.00969907407407,4.0,15.0,1.0277702959400727,15.0,0,0.0
1421975050,0,1.0,1.0,1.0,0.0,2.0,2.0,87.0,4.0,7.0836342592592585,7.0,59.0,1.1411704731498336,59.0,0,0.0
1422045716,0,1.0,1.0,1.0,0.0,10.0,12.0,36.0,1.0,8.062708333333333,3.0,16.0,1.12402780289915,16.0,0,0.0
1422060600,0,1.0,1.0,1.0,0.0,2.0,2.0,628.0,4.0,14.998472222222222,9.0,60.0,1.0666734574817809,60.0,0,0.0
1422292825,0,1.0,1.0,1.0,0.0,4.0,4.0,87.0,4.0,3.677951388888889,8.0,17.0,1.2718904885532216,17.0,0,0.0
1422294085,0,1.0,2.0,2.0,0.9999998848608932,5009.0,5003.0,2524.0,2.0,43.46240162037037,1.0,18.5,1.0115041963020666,19.0,0,0.0
1422301084,0,1.0,1.0,1.0,0.0,0.0,5.0,628.0,4.0,2.78337962962963,10.0,61.0,1.3592754611533406,61.0,0,0.0
1422307778,0,1.0,1.0,1.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0,0.0
1422319240,0,1.0,1.0,1.0,0.0,1.0,0.0,207.0,3.0,41.00847222222223,4.0,1.0,1.0243852049542608,1.0,0,0.0
1422341130,1,1.0,1.0,1.0,0.0,1.0,0.0,37.0,3.0,5.2521296296296285,5.0,2.0,1.1903989563316468,2.0,0,0.0
