author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1234742520,0,2.0,2.0,3.0,1.061278124459133,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0
1234744485,0,1.0,1.0,5.0,1.466771890536735,993.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,1,7.88130787037037
1235143124,0,1.0,1.0,3.0,1.2772200217159118,73.0,65.0,117.0,1.0,3.0759182098765425,2.0,9.0,0.7750353912520686,8.0,0,0.0
1235144058,0,1.0,1.0,1.0,0.0,6.0,5.0,32.0,1.0,4.6246875,1.0,11.0,1.2162308264071895,9.0,0,0.0
1235145967,0,1.0,1.0,3.0,1.1202076302407444,51.0,113.0,213.0,1.0,1.5562924382716048,3.0,13.0,31.244260125540052,12.0,0,0.0
1235148587,0,1.0,1.0,2.0,0.5032583347756457,7.0,2.0,133.5,1.0,0.04677662037037037,3.0,15.5,22.83309990905425,14.0,0,0.0
1235246440,0,1.0,1.0,5.0,1.7281708851489004,36.0,88.0,181.0,1.0,1.163914351851852,10.0,19.0,1.3968136782337257,19.0,0,0.0
1235321171,0,2.0,2.0,7.0,1.5541543097735446,47.0,23.0,122.28571428571428,1.0,2.6974702380952382,18.0,25.0,1.1673232611186355,24.0,0,0.0
1235321443,0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,25.0,0,0.0
1235322918,0,1.0,1.0,3.0,1.34461800163889,26.0,13.0,183.66666666666663,1.0,0.30853395061728395,10.0,31.0,18.213698337064148,28.0,0,0.0
1235393314,0,1.0,1.0,6.0,1.5692349478717114,248.0,672.0,154.33333333333334,1.0,0.8248784722222222,26.0,35.5,1.4932630526983797,34.0,1,12.138900462962965
1235419470,0,1.0,1.0,3.0,0.6416438358800741,128.0,63.0,167.33333333333334,1.0,0.3027314814814815,17.0,40.0,3.0186572870469486,37.0,1,0.06898148148148148
1235422383,0,1.0,1.0,3.0,0.8945522086006885,18.0,17.0,189.0,1.0,0.033715277777777775,20.0,43.0,19.125643666323377,40.0,1,0.0352662037037037
1235425430,1,1.0,1.0,2.0,0.3372900666170139,11.0,5.0,266.0,1.0,0.0352662037037037,16.0,45.5,22.266819822776505,42.0,0,0.0
1235499238,0,1.0,1.0,2.0,0.5151332730348275,129.0,10.0,269.0,1.0,0.8542592592592593,18.0,47.5,1.8779536093648383,44.0,0,0.0
1235906127,0,1.0,1.0,2.0,0.9081783472997051,22.0,46.0,23.0,1.0,2.354681712962963,10.0,49.5,1.2123429239915553,46.0,1,6.203564814814816
1236005364,0,1.0,1.0,7.0,1.8842091959026703,268.0,37.0,96.14285714285714,1.0,4.049641203703703,19.0,54.0,1.0543761565927463,53.0,1,5.054988425925926
1236041775,0,1.0,1.0,8.0,1.862655199245816,355.0,208.0,6.625,1.0,0.10535590277777776,9.0,61.5,3.2246024553019685,61.0,1,46.52739583333334
1236042926,0,1.0,1.0,2.0,0.13815722856252646,77.0,26.0,15.0,1.0,0.006660879629629629,1.0,66.5,76.06516072980018,63.0,0,0.0
1236044168,0,1.0,1.0,1.0,0.0,81.0,71.0,53.0,1.0,0.014375,1.0,68.0,70.56521739130434,64.0,0,0.0
1236104253,0,1.0,1.0,5.0,1.2141708489378489,381.0,212.0,52.4,1.0,0.4283356481481482,12.0,71.0,1.6950201608476252,69.0,1,3.910439814814815
1236123097,0,1.0,1.0,9.0,2.5639985501161893,95.0,90.0,48.111111111111114,1.0,0.4091962448559671,11.0,78.0,1.587966655235352,78.0,0,0.0
1236157713,0,1.0,1.0,7.0,2.5820599105802584,9.0,10.0,56.28571428571429,1.0,0.4006481481481482,16.0,86.0,1.9245223395575008,85.0,1,45.18552083333334
1236158557,0,1.0,1.0,1.0,0.0,2.0,0.0,169.0,1.0,0.009768518518518518,4.0,90.0,103.3696682464455,86.0,0,0.0
1236162579,0,2.0,2.0,6.0,2.0055271975167983,113.0,4.0,70.33333333333333,1.0,0.4329263117283951,20.0,93.5,1.5717701290221069,1.0,0,0.0
1236164060,0,2.0,2.0,3.0,1.188721875540867,22.0,2.0,66.66666666666667,1.0,0.011427469135802469,7.0,98.0,39.89264010803511,3.0,0,0.0
1236164644,0,1.0,1.0,3.0,0.6685644431995964,15.0,1.0,29.0,1.0,0.010219907407407408,3.0,101.0,110.50216416636931,6.0,0,0.0
1236190539,0,1.0,1.0,2.0,0.9682837429870712,359.0,0.0,0.0,1.0,0.0,0.0,103.5,0.0,1.0,0,0.0
1236190567,0,1.0,1.0,2.0,0.5435644431995964,22.0,2.0,125.0,1.0,0.3239351851851852,15.0,105.5,3.3152779762755467,93.0,0,0.0
1236256870,0,2.0,2.0,4.0,1.2073977701450622,295.0,124.0,79.25,1.0,1.4751273148148147,11.0,108.5,1.4712464460341346,96.0,0,0.0
1236257601,0,1.0,1.0,1.0,0.0,75.0,7.0,74.0,1.0,0.008460648148148148,3.0,111.0,119.19425444596443,97.0,0,0.0
